391 630 553 507 nan nan 441 1003 538 603 43 879 
394 609 517 473 nan nan 440 1000 496 589 39 903 
384 589 480 445 nan nan 431 999 453 584 32 925 
364 572 444 417 nan nan 412 1001 410 586 15 937 
335 562 410 393 nan nan 389 1006 370 593 1 946 
301 560 378 375 nan nan 363 1010 334 604 nan nan 
264 562 346 358 nan nan 334 1014 298 616 nan nan 
225 562 313 344 nan nan 305 1017 261 626 nan nan 
189 554 283 335 nan nan 276 1022 226 635 nan nan 
160 542 251 315 nan nan 251 1023 184 639 nan nan 
139 522 215 282 nan nan 228 1017 137 639 nan nan 
120 495 185 251 nan nan 205 1013 91 638 nan nan 
98 470 165 215 nan nan 179 1004 51 638 nan nan 
81 450 149 175 nan nan 152 986 15 634 nan nan 
75 424 141 129 nan nan 132 962 nan nan nan nan 
74 395 151 92 nan nan 117 945 nan nan nan nan 
77 364 174 69 nan nan 105 930 nan nan nan nan 
87 337 209 57 nan nan 98 910 16 555 nan nan 
102 311 249 51 nan nan 97 888 62 510 nan nan 
121 287 299 59 nan nan 101 865 122 461 nan nan 
145 267 351 71 nan nan 111 839 190 417 nan nan 
173 253 403 81 nan nan 126 809 266 379 nan nan 
203 242 458 88 nan nan 146 780 344 357 nan nan 
235 235 509 94 nan nan 171 750 421 343 nan nan 
268 231 560 103 21 121 201 724 494 336 nan nan 
299 229 605 109 77 126 230 703 562 334 nan nan 
331 227 647 123 126 131 264 685 624 332 nan nan 
364 229 686 140 171 126 300 668 680 325 nan nan 
396 231 722 161 213 128 336 657 735 327 nan nan 
423 235 753 184 251 131 368 648 779 330 24 235 
448 241 787 205 289 134 397 643 819 344 78 215 
470 249 817 229 327 142 424 640 859 365 134 196 
492 256 846 250 363 157 451 641 891 386 192 183 
511 266 873 276 397 171 476 646 921 412 247 177 
531 277 899 304 429 185 500 654 945 440 301 179 
551 291 925 333 457 202 527 667 967 468 349 189 
574 309 950 363 481 226 554 685 988 495 387 210 
597 333 973 387 497 256 582 707 1004 520 419 241 
622 359 997 414 509 288 610 732 1024 543 443 277 
647 391 1018 446 519 317 637 757 1037 559 466 315 
669 429 1033 484 531 336 659 783 1043 581 484 354 
688 465 1045 531 543 340 678 809 1042 599 503 395 
704 503 1051 578 556 347 691 835 1035 616 522 438 
717 544 1057 621 567 350 701 861 1027 637 540 485 
725 585 1061 656 576 355 707 887 1024 656 552 530 
729 626 1067 687 579 368 708 910 1020 678 557 576 
727 668 1070 712 578 380 704 930 1016 700 559 619 
719 710 1073 733 572 394 697 949 1012 724 555 658 
708 751 1075 745 560 410 688 964 1008 747 546 697 
696 791 1075 755 545 426 677 977 1001 770 534 733 
680 829 1071 765 523 445 665 990 990 789 514 765 
660 864 1063 769 493 472 651 1002 980 811 490 791 
637 900 1053 768 459 499 635 1011 967 837 462 814 
613 934 1041 767 423 525 619 1018 951 862 435 829 
587 966 1026 764 389 553 602 1024 936 891 408 843 
558 991 1006 762 354 577 584 1032 916 920 384 854 
527 1010 983 762 320 595 564 1039 893 942 358 865 
501 1026 955 757 284 611 549 1047 871 957 332 880 
474 1035 926 748 246 621 533 1054 849 970 305 890 
445 1038 893 730 208 631 515 1061 823 984 276 899 
411 1036 855 708 170 643 494 1069 793 1001 246 897 
374 1030 811 680 128 652 472 1076 761 1020 216 896 
339 1020 765 650 87 653 450 1082 729 1029 182 900 
306 1006 721 624 42 649 429 1089 697 1031 148 911 
277 989 684 596 8 647 410 1094 667 1026 118 918 
249 966 647 572 nan nan 391 1099 640 1019 89 920 
224 937 618 545 nan nan 373 1102 615 1009 64 918 
201 902 590 513 nan nan 354 1103 589 1000 40 908 
178 861 563 475 nan nan 334 1103 567 991 14 896 
160 815 542 443 nan nan 316 1101 544 971 nan nan 
146 766 526 413 nan nan 299 1097 525 946 nan nan 
137 713 514 381 nan nan 281 1090 511 918 nan nan 
132 656 503 350 nan nan 265 1080 492 883 nan nan 
131 598 494 314 nan nan 251 1065 475 843 nan nan 
136 539 488 276 nan nan 237 1046 460 803 nan nan 
146 483 484 233 nan nan 225 1022 446 751 nan nan 
164 427 482 201 nan nan 219 992 436 691 nan nan 
190 375 489 175 nan nan 219 955 433 621 nan nan 
225 327 505 155 nan nan 229 914 443 543 nan nan 
264 284 532 145 nan nan 246 869 470 468 nan nan 
308 252 568 133 13 205 273 824 515 405 nan nan 
353 229 613 123 69 177 307 779 576 356 nan nan 
397 212 662 112 129 162 346 739 649 324 nan nan 
441 203 718 108 193 150 389 705 731 309 nan nan 
482 201 774 114 257 146 434 676 815 307 51 291 
522 206 829 128 321 144 479 651 895 318 131 234 
560 213 885 147 383 145 524 633 967 338 219 186 
596 222 935 173 443 153 569 622 1030 367 307 153 
633 236 984 201 496 162 612 618 1083 394 391 135 
667 252 1027 231 547 174 654 621 1125 426 471 131 
699 272 1068 262 592 188 692 631 1159 462 539 138 
727 292 1103 292 631 201 724 647 1188 500 602 156 
751 310 1136 324 666 213 750 666 1205 539 654 177 
770 327 1163 361 699 225 769 688 1213 576 702 204 
785 343 1184 401 728 232 783 713 1214 616 744 234 
799 362 1202 443 756 240 794 741 1212 656 782 269 
810 383 1220 481 781 250 801 769 1207 695 812 306 
819 408 1237 517 801 264 805 799 1202 734 836 347 
822 433 1247 553 817 277 804 831 1192 772 852 390 
820 457 1253 590 831 286 797 863 1175 814 863 435 
811 481 1254 638 845 297 786 895 1156 855 875 481 
801 505 1253 681 861 309 773 926 1136 897 888 531 
789 535 1251 724 876 317 758 953 1111 934 897 579 
773 565 1243 770 890 328 743 976 1086 968 907 628 
753 594 1229 816 899 339 724 997 1061 1000 909 671 
727 615 1207 861 909 359 702 1016 1030 1031 912 707 
695 627 1173 907 917 380 677 1034 991 1066 912 739 
659 624 1120 951 926 402 650 1047 943 1100 916 761 
622 611 1052 985 937 431 623 1055 893 1131 919 778 
585 595 976 1007 942 462 595 1058 837 1164 917 792 
549 583 895 1021 941 492 567 1058 788 1188 909 809 
512 582 815 1034 935 511 538 1058 nan nan 897 830 
470 590 738 1053 919 523 506 1057 nan nan 879 855 
424 598 655 1073 898 540 473 1057 nan nan 855 878 
380 600 563 1091 874 556 439 1056 nan nan 831 899 
340 599 470 1106 849 571 408 1054 nan nan 807 920 
305 602 388 1114 824 595 381 1047 nan nan 785 933 
272 608 316 1118 797 620 354 1040 nan nan 761 937 
242 613 253 1122 768 639 330 1033 nan nan 737 941 
210 614 202 1124 735 646 304 1026 nan nan 711 940 
176 619 165 1123 702 644 276 1018 nan nan 683 935 
138 622 136 1118 661 634 244 1008 nan nan 651 924 
97 625 112 1110 616 614 208 996 344 1193 613 906 
54 631 93 1100 565 594 171 983 330 1187 570 891 
8 641 78 1091 512 564 133 973 317 1183 521 875 
nan nan 72 1085 457 534 100 967 313 1174 467 861 
nan nan 76 1079 403 508 73 964 312 1168 415 851 
nan nan 92 1071 349 482 54 963 nan nan 361 844 
nan nan 113 1057 299 458 39 963 328 1153 309 834 
nan nan 132 1040 251 440 29 964 336 1145 258 828 
nan nan 148 1019 201 427 19 966 342 1139 205 819 
nan nan 164 995 151 421 13 969 348 1133 152 814 
nan nan 188 972 99 420 14 976 360 1127 99 814 
nan nan 224 947 35 423 23 987 378 1116 42 824 
nan nan 258 920 nan nan 39 1000 395 1103 nan nan 
nan nan 277 863 nan nan 67 1015 400 1098 nan nan 
nan nan 267 849 nan nan 76 1015 392 1104 nan nan 
nan nan 263 842 nan nan 88 1016 388 1103 nan nan 
nan nan 285 837 nan nan 101 1020 400 1087 nan nan 
nan nan 299 843 nan nan 106 1029 408 1076 nan nan 
nan nan 302 842 nan nan nan nan 413 1075 nan nan 
nan nan 313 839 nan nan nan nan 419 1082 nan nan 
nan nan 323 844 nan nan nan nan nan nan nan nan 
nan nan 332 872 nan nan nan nan nan nan nan nan 
nan nan 339 930 nan nan 152 1028 nan nan nan nan 
nan nan 335 1012 nan nan 138 1015 nan nan nan nan 
nan nan 307 1102 nan nan 114 1003 nan nan nan nan 
nan nan 249 1175 nan nan 87 990 nan nan nan nan 
nan nan nan nan 54 425 64 980 nan nan nan nan 
nan nan nan nan 183 427 50 969 nan nan 272 1141 
nan nan nan nan 295 465 50 954 211 1113 367 1131 
nan nan nan nan 374 524 65 931 127 1111 430 1120 
21 538 nan nan 406 586 94 903 48 1096 465 1121 
83 495 nan nan 402 632 128 872 nan nan 468 1124 
137 461 nan nan 381 652 159 838 nan nan 454 1121 
171 433 nan nan 364 636 174 798 nan nan 442 1107 
185 410 nan nan 370 586 168 749 nan nan 432 1077 
189 392 nan nan 395 513 155 698 nan nan 440 1039 
198 379 nan nan 431 442 146 647 nan nan 454 989 
214 367 nan nan 469 397 151 597 nan nan 476 935 
244 357 nan nan 506 370 169 545 nan nan 501 881 
274 355 nan nan nan nan 192 497 nan nan 527 834 
nan nan nan nan nan nan 198 461 nan nan 553 773 
nan nan nan nan nan nan 181 439 nan nan 575 689 
nan nan nan nan nan nan 144 439 nan nan 584 585 
208 322 nan nan nan nan 96 458 9 937 562 477 
168 295 nan nan nan nan 47 495 102 983 512 382 
136 269 nan nan nan nan 12 546 209 1000 442 307 
114 248 nan nan nan nan 1 606 315 988 362 262 
107 230 439 124 nan nan 5 672 413 956 273 239 
112 217 525 147 339 202 24 734 500 902 183 242 
126 208 582 173 nan nan 53 784 559 840 104 266 
146 199 614 195 233 181 85 826 595 779 37 303 
167 193 632 215 191 172 117 860 615 724 nan nan 
192 190 638 229 153 159 151 883 621 672 nan nan 
220 190 638 233 118 151 185 899 622 623 nan nan 
251 193 630 227 84 150 219 910 609 570 nan nan 
281 196 615 217 51 152 254 913 590 519 nan nan 
326 200 563 193 nan nan 298 907 514 435 nan nan 
339 198 529 183 nan nan 311 905 466 411 nan nan 
344 196 496 172 nan nan 317 908 419 398 nan nan 
341 198 467 164 nan nan 315 913 377 397 nan nan 
331 202 437 154 nan nan 306 917 336 401 nan nan 
312 209 407 138 nan nan 287 918 289 405 nan nan 
254 220 353 121 nan nan 224 897 204 394 nan nan 
216 231 350 119 nan nan 188 892 202 397 nan nan 
178 245 362 102 nan nan 152 886 219 421 nan nan 
153 248 376 69 nan nan 122 869 231 440 nan nan 
143 237 388 37 nan nan 101 849 238 452 nan nan 
136 229 407 26 nan nan 82 825 266 455 nan nan 
127 221 435 25 nan nan 60 798 311 463 nan nan 
119 210 467 27 nan nan 38 765 357 480 nan nan 
122 201 497 33 11 88 23 722 406 496 nan nan 
138 193 529 45 84 80 21 673 453 504 nan nan 
165 186 562 47 160 82 38 623 503 514 nan nan 
205 181 601 47 233 97 68 578 557 519 nan nan 
243 179 638 57 302 105 105 537 612 527 nan nan 
279 180 671 77 370 110 142 496 660 538 nan nan 
310 185 697 103 431 113 178 458 696 560 nan nan 
336 190 714 131 491 121 210 426 716 588 nan nan 
361 194 725 153 nan nan 240 401 725 618 nan nan 
384 197 728 181 nan nan 268 382 727 653 nan nan 
407 198 728 204 nan nan 298 375 724 689 nan nan 
430 195 730 228 nan nan 330 382 726 729 710 3 
454 192 736 253 739 161 365 401 727 767 776 49 
481 193 743 270 788 168 405 421 735 805 842 107 
546 205 751 305 887 191 494 454 738 873 976 230 
579 213 752 324 937 214 540 468 735 900 1032 291 
613 219 756 357 983 232 584 485 738 916 1082 348 
644 222 764 403 1021 238 624 506 745 918 1122 395 
669 226 780 451 1054 240 657 524 755 908 1154 429 
693 233 798 482 1078 248 686 527 771 895 1181 438 
712 242 818 489 1090 271 711 514 791 884 1193 419 
728 254 845 475 1089 307 731 489 817 876 1191 378 
739 266 878 463 1081 339 745 461 850 862 1184 331 
743 276 906 462 1069 351 752 435 881 834 1172 281 
744 283 928 472 1051 358 753 415 905 802 1160 233 
741 284 939 485 1036 350 751 397 918 769 1148 194 
733 281 918 485 1046 321 742 373 897 750 1171 189 
725 281 904 462 1046 302 732 347 890 743 1177 181 
716 277 901 425 1036 296 720 331 892 746 1166 162 
703 267 911 405 1011 285 704 325 905 736 1144 128 
689 256 928 407 980 271 686 326 925 710 1112 82 
677 247 936 412 954 230 669 329 937 677 1092 43 
665 246 931 415 939 192 651 315 936 652 1082 19 
654 249 939 389 915 184 637 304 948 637 nan nan 
645 247 940 359 898 173 623 295 956 632 nan nan 
633 239 936 335 878 159 607 286 957 618 nan nan 
619 226 927 325 858 134 586 276 952 595 nan nan 
604 216 913 319 837 108 563 261 940 570 nan nan 
585 208 902 299 811 89 537 250 931 554 nan nan 
567 203 890 267 783 78 510 242 924 545 nan nan 
551 196 885 241 749 65 485 247 923 534 nan nan 
538 188 886 223 719 46 467 260 929 513 nan nan 
531 179 890 221 694 25 457 275 936 494 nan nan 
532 173 892 223 691 20 458 285 943 489 nan nan 
542 173 902 225 706 29 471 286 950 497 nan nan 
558 178 909 239 739 48 494 279 955 520 nan nan 
578 186 915 258 781 75 524 269 954 546 nan nan 
603 196 920 289 828 104 560 264 952 574 nan nan 
629 207 926 315 877 135 599 265 950 601 nan nan 
657 221 933 349 923 168 640 273 949 627 nan nan 
686 237 941 385 965 200 681 289 948 654 1122 13 
712 251 949 419 1004 236 717 313 950 685 1160 70 
738 266 959 457 1038 268 750 347 948 714 1188 126 
762 280 966 501 1067 296 778 388 945 742 1209 185 
783 292 967 548 1096 319 800 435 934 766 1228 245 
803 302 963 605 1125 335 820 489 922 789 1243 309 
820 316 958 656 1154 349 834 544 907 809 1258 377 
834 334 954 706 1182 365 844 598 894 828 1269 444 
845 355 950 752 1204 387 849 647 883 851 1271 503 
853 379 946 795 1224 407 851 691 874 874 1270 559 
860 402 941 835 1244 431 851 729 862 893 1269 613 
862 424 931 871 1261 452 847 761 850 911 1263 660 
860 443 926 903 1271 469 841 792 839 930 1257 701 
857 463 913 936 1282 487 833 822 826 947 1247 744 
854 484 900 967 1294 509 825 849 812 963 1239 787 
849 505 881 998 1304 535 817 869 797 981 1227 828 
845 525 857 1023 1313 567 810 886 778 1003 1216 865 
842 544 825 1043 1319 602 805 899 756 1028 1202 899 
839 559 787 1059 1328 639 800 912 729 1048 1187 934 
837 573 747 1071 1333 677 796 924 704 1066 1171 970 
831 586 707 1082 1334 711 789 940 679 1080 1153 1002 
825 597 667 1088 1330 744 783 954 654 1099 1133 1033 
817 607 629 1092 1324 776 774 968 632 1114 1117 1055 
806 615 593 1096 1315 800 765 982 609 1127 1099 1079 
790 619 556 1102 1302 816 751 999 589 1135 1078 1103 
765 621 519 1111 1282 824 730 1018 569 1140 1055 1130 
736 622 480 1119 1258 830 707 1032 546 1148 1035 1151 
696 622 435 1124 1224 832 677 1046 522 1159 1008 1160 
650 621 392 1131 1182 825 643 1054 500 1171 983 1159 
598 619 358 1136 1135 806 604 1056 482 1179 959 1149 
539 615 334 1146 1081 777 559 1055 469 1182 932 1125 
485 605 320 1149 1031 736 518 1049 461 1172 907 1098 
437 591 318 1140 983 689 479 1040 457 1156 882 1065 
398 577 333 1126 939 637 445 1026 462 1143 861 1022 
369 565 366 1107 900 586 419 1011 480 1135 843 969 
354 555 420 1079 866 535 403 996 508 1127 825 915 
348 544 486 1042 836 486 395 983 546 1119 809 861 
350 531 564 992 807 434 393 972 591 1108 790 808 
359 515 639 932 779 386 396 960 637 1092 770 757 
369 495 709 864 751 341 401 953 684 1074 742 707 
379 472 771 793 713 299 406 950 729 1051 705 659 
387 454 822 723 670 261 410 947 770 1026 656 619 
389 441 861 651 614 232 411 948 805 996 589 588 
388 434 884 577 546 213 409 951 833 959 504 567 
386 435 888 514 469 202 409 958 850 915 405 567 
384 443 874 470 387 197 411 970 847 859 307 591 
383 457 844 449 308 205 415 987 826 807 221 639 
377 479 808 441 240 218 415 1003 795 773 159 696 
369 512 781 434 185 246 415 1018 767 767 121 743 
359 552 766 427 147 284 415 1034 752 786 101 783 
359 600 760 433 121 320 423 1053 743 815 100 826 
372 654 761 451 104 354 441 1070 745 837 110 876 
384 710 769 483 99 374 457 1079 750 853 127 924 
387 759 784 531 111 382 463 1085 760 871 149 957 
372 794 803 586 139 375 456 1088 771 893 179 964 
349 813 824 650 183 365 442 1088 781 919 212 947 
351 824 850 701 236 369 445 1090 797 933 255 935 
380 832 882 741 289 366 466 1093 819 939 305 940 
423 827 911 772 352 348 494 1093 840 921 365 946 
468 803 945 788 421 333 523 1088 866 909 424 930 
578 733 1042 754 527 332 595 1061 949 898 515 819 
629 691 1074 717 556 338 629 1036 987 866 539 758 
668 643 1084 677 563 336 658 1007 1011 819 545 696 
683 592 1075 639 559 327 671 972 1021 767 536 635 
679 548 1057 596 538 324 668 937 1018 718 507 576 
667 512 1032 548 499 330 657 910 1010 676 461 540 
642 491 996 505 453 330 635 890 988 637 403 521 
613 484 955 469 402 337 607 879 958 607 343 525 
579 488 912 443 351 340 578 879 919 592 287 543 
553 499 881 427 311 347 555 891 887 597 247 573 
533 519 860 422 281 356 539 909 863 615 222 608 
517 549 850 421 260 369 529 928 847 647 209 640 
502 624 849 437 239 417 525 962 839 718 212 697 
508 665 855 448 236 444 532 972 841 743 220 724 
525 708 866 477 239 462 547 977 848 755 236 749 
544 746 881 504 252 479 563 974 860 756 254 765 
568 781 902 539 273 498 582 964 876 751 278 769 
592 809 922 567 297 518 600 950 893 740 304 760 
614 831 936 598 322 532 615 932 906 715 328 746 
634 844 945 626 344 545 631 912 913 680 348 728 
655 847 949 650 363 556 645 892 921 645 363 702 
669 843 952 669 381 559 657 870 927 609 378 674 
682 833 955 666 395 559 666 848 933 583 387 649 
682 825 960 646 401 537 667 830 943 576 390 640 
684 801 959 619 400 526 668 821 945 563 384 622 
680 767 949 594 393 520 665 811 942 543 372 597 
662 727 933 565 379 502 651 798 933 523 352 566 
637 687 913 522 360 486 628 787 918 510 321 538 
613 651 884 483 333 481 607 777 895 495 292 515 
585 633 849 449 299 484 581 774 859 484 254 516 
566 628 807 427 259 504 565 782 815 476 219 542 
550 637 767 425 217 526 552 800 768 476 189 590 
538 661 731 439 179 556 543 821 727 485 170 641 
528 697 705 458 149 591 539 845 696 508 159 689 
516 743 689 482 126 638 533 870 679 546 160 726 
511 802 685 509 114 686 533 894 672 593 168 757 
513 867 693 547 110 729 541 913 681 638 181 786 
525 932 714 592 117 762 553 926 701 671 199 810 
547 989 748 637 139 785 571 931 730 693 227 825 
577 1033 793 676 174 797 592 930 768 710 260 832 
607 1061 843 714 220 792 612 927 809 714 293 830 
635 1069 889 746 271 767 633 920 850 707 331 824 
663 1058 932 775 329 724 651 911 887 689 372 809 
688 1030 972 788 388 673 669 901 921 674 413 786 
715 985 1005 782 439 627 689 888 955 653 451 748 
736 926 1029 754 476 582 706 874 984 637 476 703 
747 856 1044 719 497 542 716 858 1006 620 488 647 
744 784 1046 671 503 503 717 839 1019 598 485 591 
723 718 1032 623 492 469 703 816 1019 576 466 537 
695 669 1007 573 465 458 679 797 1004 550 430 498 
673 639 975 513 425 472 659 792 980 530 385 488 
